season,week,celebrity_name,simulated_vote_share,vote_percentage,avg_judge_score,status,num_valid_simulations,valid_percentage
2,6,George Hamilton,0.175354,17.535409,7.666667,淘汰,99690,99.690000
2,6,Jerry Rice,0.173581,17.358125,7.666667,存活,99690,99.690000
2,7,Stacy Keibler,0.361762,36.176162,9.166667,存活,19763,19.763000
2,7,Drew Lachey,0.359469,35.946948,9.166667,存活,19763,19.763000
2,7,Jerry Rice,0.271623,27.162256,6.833333,存活,19763,19.763000
2,7,Lisa Rinna,0.007146,0.714634,8.833333,淘汰,19763,19.763000
2,8,Drew Lachey,0.343613,34.361346,9.666600,存活,100000,100.000000
2,8,Stacy Keibler,0.337517,33.751662,9.555500,存活,100000,100.000000
2,8,Jerry Rice,0.318870,31.886992,8.888867,存活,100000,100.000000
3,1,Mario Lopez,0.119910,11.990983,8.666667,存活,30443,30.443000
3,1,Emmitt Smith,0.118546,11.854639,8.000000,存活,30443,30.443000
3,1,Vivica A. Fox,0.111210,11.121042,7.333333,存活,30443,30.443000
3,1,Willa Ford,0.109844,10.984442,7.333333,存活,30443,30.443000
3,1,Joey Lawrence,0.106352,10.635214,7.000000,存活,30443,30.443000
3,1,Monique Coleman,0.096276,9.627587,6.333333,存活,30443,30.443000
3,1,Shanna Moakler,0.088925,8.892521,6.000000,存活,30443,30.443000
3,1,Harry Hamlin,0.086554,8.655399,5.666667,存活,30443,30.443000
3,1,Sara Evans,0.076139,7.613902,5.000000,存活,30443,30.443000
3,1,Jerry Springer,0.063076,6.307557,5.333333,存活,30443,30.443000
3,1,Tucker Carlson,0.023167,2.316713,4.000000,淘汰,30443,30.443000
3,2,Joey Lawrence,0.128307,12.830709,9.666667,存活,8395,8.395000
3,2,Mario Lopez,0.120067,12.006720,7.000000,存活,8395,8.395000
3,2,Harry Hamlin,0.120017,12.001686,7.000000,存活,8395,8.395000
3,2,Sara Evans,0.118864,11.886442,7.000000,存活,8395,8.395000
3,2,Monique Coleman,0.115026,11.502556,8.666667,存活,8395,8.395000
3,2,Vivica A. Fox,0.106211,10.621066,8.000000,存活,8395,8.395000
3,2,Emmitt Smith,0.105051,10.505060,8.000000,存活,8395,8.395000
3,2,Willa Ford,0.100642,10.064209,7.666667,存活,8395,8.395000
3,2,Jerry Springer,0.083575,8.357515,6.333333,存活,8395,8.395000
3,2,Shanna Moakler,0.002240,0.224037,7.333333,淘汰,8395,8.395000
3,3,Monique Coleman,0.136634,13.663364,9.000000,存活,9335,9.335000
3,3,Vivica A. Fox,0.133969,13.396913,9.000000,存活,9335,9.335000
3,3,Willa Ford,0.126293,12.629298,7.333333,存活,9335,9.335000
3,3,Sara Evans,0.125472,12.547206,8.333333,存活,9335,9.335000
3,3,Mario Lopez,0.124589,12.458889,7.333333,存活,9335,9.335000
3,3,Joey Lawrence,0.123693,12.369340,7.333333,存活,9335,9.335000
3,3,Emmitt Smith,0.121449,12.144904,6.333333,存活,9335,9.335000
3,3,Jerry Springer,0.105286,10.528620,7.000000,存活,9335,9.335000
3,3,Harry Hamlin,0.002615,0.261466,7.333333,淘汰,9335,9.335000
3,4,Mario Lopez,0.154199,15.419874,9.666667,存活,10017,10.017000
3,4,Willa Ford,0.149444,14.944416,9.333333,存活,10017,10.017000
3,4,Emmitt Smith,0.148378,14.837758,8.000000,存活,10017,10.017000
3,4,Joey Lawrence,0.145428,14.542841,9.000000,存活,10017,10.017000
3,4,Monique Coleman,0.144509,14.450878,8.000000,存活,10017,10.017000
3,4,Sara Evans,0.137733,13.773300,6.666667,存活,10017,10.017000
3,4,Jerry Springer,0.117744,11.774392,7.333333,存活,10017,10.017000
3,4,Vivica A. Fox,0.002565,0.256542,8.000000,淘汰,10017,10.017000
3,5,Joey Lawrence,0.183672,18.367208,8.333333,存活,7635,7.635000
3,5,Sara Evans,0.174676,17.467628,8.000000,存活,7635,7.635000
3,5,Emmitt Smith,0.170947,17.094695,9.000000,存活,7635,7.635000
3,5,Mario Lopez,0.166589,16.658861,9.000000,存活,7635,7.635000
3,5,Monique Coleman,0.166033,16.603318,9.000000,存活,7635,7.635000
3,5,Jerry Springer,0.135698,13.569815,8.000000,存活,7635,7.635000
3,5,Willa Ford,0.002385,0.238474,9.000000,淘汰,7635,7.635000
3,6,Mario Lopez,0.242464,24.246396,9.333333,存活,100000,100.000000
3,6,Emmitt Smith,0.215726,21.572572,8.333333,存活,100000,100.000000
3,6,Joey Lawrence,0.210387,21.038661,8.000000,存活,100000,100.000000
3,6,Monique Coleman,0.203833,20.383253,7.666667,存活,100000,100.000000
3,6,Jerry Springer,0.127591,12.759118,6.000000,存活,100000,100.000000
3,7,Joey Lawrence,0.233737,23.373705,9.500000,存活,52791,52.791000
3,7,Mario Lopez,0.229510,22.950974,9.333333,存活,52791,52.791000
3,7,Emmitt Smith,0.229006,22.900588,9.500000,存活,52791,52.791000
3,7,Monique Coleman,0.220928,22.092762,9.000000,存活,52791,52.791000
3,7,Jerry Springer,0.086820,8.681970,7.666667,淘汰,52791,52.791000
3,8,Mario Lopez,0.298370,29.837005,9.500000,存活,43815,43.815000
3,8,Joey Lawrence,0.285814,28.581424,9.000000,存活,43815,43.815000
3,8,Emmitt Smith,0.281740,28.173997,9.000000,存活,43815,43.815000
3,8,Monique Coleman,0.134076,13.407575,8.833333,淘汰,43815,43.815000
3,9,Joey Lawrence,0.335715,33.571514,9.833333,存活,100000,100.000000
3,9,Mario Lopez,0.335237,33.523682,9.833333,存活,100000,100.000000
3,9,Emmitt Smith,0.329048,32.904804,9.833333,存活,100000,100.000000
3,10,Mario Lopez,0.504304,50.430424,9.888867,存活,100000,100.000000
3,10,Emmitt Smith,0.495696,49.569576,9.888867,存活,100000,100.000000
4,1,Joey Fatone,0.120213,12.021281,8.000000,存活,100000,100.000000
4,1,Laila Ali,0.114681,11.468109,7.666667,存活,100000,100.000000
4,1,Ian Ziering,0.106997,10.699683,7.000000,存活,100000,100.000000
4,1,Apolo Anton Ohno,0.104975,10.497470,7.000000,存活,100000,100.000000
4,1,Shandi Finnessey,0.094487,9.448671,6.333333,存活,100000,100.000000
4,1,John Ratzenberger,0.087627,8.762721,5.666667,存活,100000,100.000000
4,1,Clyde Drexler,0.080894,8.089398,5.333333,存活,100000,100.000000
4,1,Paulina Porizkova,0.075962,7.596248,6.333333,存活,100000,100.000000
4,1,Leeza Gibbons,0.074813,7.481342,5.000000,存活,100000,100.000000
4,1,Heather Mills,0.072206,7.220592,6.000000,存活,100000,100.000000
4,1,Billy Ray Cyrus,0.067145,6.714484,4.333333,存活,100000,100.000000
4,2,Laila Ali,0.116586,11.658605,9.000000,存活,12727,12.727000
4,2,Apolo Anton Ohno,0.112264,11.226405,8.666667,存活,12727,12.727000
4,2,Shandi Finnessey,0.109566,10.956635,6.666667,存活,12727,12.727000
4,2,Joey Fatone,0.105299,10.529928,8.000000,存活,12727,12.727000
4,2,Clyde Drexler,0.099572,9.957183,6.000000,存活,12727,12.727000
4,2,Ian Ziering,0.097497,9.749665,7.333333,存活,12727,12.727000
4,2,John Ratzenberger,0.093038,9.303789,7.000000,存活,12727,12.727000
4,2,Billy Ray Cyrus,0.091890,9.189015,7.000000,存活,12727,12.727000
4,2,Leeza Gibbons,0.089683,8.968264,7.000000,存活,12727,12.727000
4,2,Heather Mills,0.082428,8.242758,8.000000,存活,12727,12.727000
4,2,Paulina Porizkova,0.002178,0.217754,7.000000,淘汰,12727,12.727000
4,3,John Ratzenberger,0.126080,12.608036,6.666667,存活,10942,10.942000
4,3,Ian Ziering,0.117596,11.759645,8.000000,存活,10942,10.942000
4,3,Joey Fatone,0.116644,11.664374,8.000000,存活,10942,10.942000
4,3,Leeza Gibbons,0.112799,11.279950,8.000000,存活,10942,10.942000
4,3,Laila Ali,0.111911,11.191091,7.000000,存活,10942,10.942000
4,3,Apolo Anton Ohno,0.111125,11.112513,7.666667,存活,10942,10.942000
4,3,Billy Ray Cyrus,0.109903,10.990262,7.000000,存活,10942,10.942000
4,3,Clyde Drexler,0.098928,9.892762,5.333333,存活,10942,10.942000
4,3,Heather Mills,0.092436,9.243596,8.000000,存活,10942,10.942000
4,3,Shandi Finnessey,0.002578,0.257773,7.000000,淘汰,10942,10.942000
4,4,Joey Fatone,0.158217,15.821736,9.333333,存活,15445,15.445000
4,4,Apolo Anton Ohno,0.147035,14.703469,8.666667,存活,15445,15.445000
4,4,Ian Ziering,0.138278,13.827790,8.000000,存活,15445,15.445000
4,4,Billy Ray Cyrus,0.120755,12.075478,7.000000,存活,15445,15.445000
4,4,Laila Ali,0.119744,11.974355,7.000000,存活,15445,15.445000
4,4,Clyde Drexler,0.110141,11.014087,5.000000,存活,15445,15.445000
4,4,Heather Mills,0.103782,10.378209,7.666667,存活,15445,15.445000
4,4,John Ratzenberger,0.098080,9.807960,5.333333,存活,15445,15.445000
4,4,Leeza Gibbons,0.003969,0.396916,5.333333,淘汰,15445,15.445000
4,5,Laila Ali,0.166337,16.633725,9.333333,存活,41949,41.949000
4,5,Apolo Anton Ohno,0.161875,16.187502,10.000000,存活,41949,41.949000
4,5,Joey Fatone,0.154588,15.458807,8.333333,存活,41949,41.949000
4,5,Ian Ziering,0.150370,15.036984,8.000000,存活,41949,41.949000
4,5,John Ratzenberger,0.113616,11.361613,6.000000,存活,41949,41.949000
4,5,Billy Ray Cyrus,0.106403,10.640277,5.666667,存活,41949,41.949000
4,5,Heather Mills,0.103183,10.318277,7.000000,存活,41949,41.949000
4,5,Clyde Drexler,0.043628,4.362814,4.333333,淘汰,41949,41.949000
4,6,Laila Ali,0.174075,17.407536,9.333333,存活,12958,12.958000
4,6,Apolo Anton Ohno,0.172755,17.275481,9.333333,存活,12958,12.958000
4,6,Billy Ray Cyrus,0.171930,17.193030,7.000000,存活,12958,12.958000
4,6,Joey Fatone,0.168203,16.820289,9.000000,存活,12958,12.958000
4,6,John Ratzenberger,0.157057,15.705719,6.333333,存活,12958,12.958000
4,6,Ian Ziering,0.153499,15.349875,8.000000,存活,12958,12.958000
4,6,Heather Mills,0.002481,0.248070,7.666667,淘汰,12958,12.958000
4,7,Joey Fatone,0.212045,21.204526,9.833333,存活,15946,15.946000
4,7,Laila Ali,0.210022,21.002186,9.833333,存活,15946,15.946000
4,7,Ian Ziering,0.198380,19.838002,9.000000,存活,15946,15.946000
4,7,Apolo Anton Ohno,0.193046,19.304645,9.000000,存活,15946,15.946000
4,7,Billy Ray Cyrus,0.182674,18.267364,6.333333,存活,15946,15.946000
4,7,John Ratzenberger,0.003833,0.383276,7.500000,淘汰,15946,15.946000
4,8,Apolo Anton Ohno,0.243412,24.341197,9.666667,存活,52676,52.676000
4,8,Joey Fatone,0.233544,23.354412,9.166667,存活,52676,52.676000
4,8,Laila Ali,0.223301,22.330102,8.833333,存活,52676,52.676000
4,8,Ian Ziering,0.203332,20.333216,7.833333,存活,52676,52.676000
4,8,Billy Ray Cyrus,0.096411,9.641073,6.333333,淘汰,52676,52.676000
4,9,Joey Fatone,0.291706,29.170553,10.000000,存活,43550,43.550000
4,9,Laila Ali,0.288481,28.848140,10.000000,存活,43550,43.550000
4,9,Apolo Anton Ohno,0.285814,28.581413,9.833333,存活,43550,43.550000
4,9,Ian Ziering,0.133999,13.399893,9.666667,淘汰,43550,43.550000
4,10,Apolo Anton Ohno,0.337556,33.755642,9.777733,存活,100000,100.000000
4,10,Joey Fatone,0.333613,33.361340,9.555500,存活,100000,100.000000
4,10,Laila Ali,0.328830,32.883018,9.444400,存活,100000,100.000000
5,1,Sabrina Bryan,0.115431,11.543074,8.666667,存活,26987,26.987000
5,1,Jennie Garth,0.093692,9.369216,7.000000,存活,26987,26.987000
5,1,Marie Osmond,0.092758,9.275841,7.000000,存活,26987,26.987000
5,1,Albert Reed,0.091221,9.122095,7.000000,存活,26987,26.987000
5,1,Mark Cuban,0.090355,9.035510,7.000000,存活,26987,26.987000
5,1,Helio Castroneves,0.086439,8.643897,8.333333,存活,26987,26.987000
5,1,Jane Seymour,0.086189,8.618896,8.000000,存活,26987,26.987000
5,1,Mel B,0.085286,8.528560,8.000000,存活,26987,26.987000
5,1,Wayne Newton,0.084488,8.448801,6.333333,存活,26987,26.987000
5,1,Floyd Mayweather Jr. ,0.079477,7.947726,6.000000,存活,26987,26.987000
5,1,Cameron Mathison,0.075262,7.526239,7.000000,存活,26987,26.987000
5,1,Josie Maran,0.019401,1.940144,5.333333,淘汰,26987,26.987000
5,2,Sabrina Bryan,0.117490,11.749003,8.666667,存活,7022,7.022000
5,2,Marie Osmond,0.107370,10.737016,8.000000,存活,7022,7.022000
5,2,Floyd Mayweather Jr. ,0.103903,10.390291,7.000000,存活,7022,7.022000
5,2,Jennie Garth,0.102035,10.203524,7.000000,存活,7022,7.022000
5,2,Mark Cuban,0.101625,10.162500,6.000000,存活,7022,7.022000
5,2,Cameron Mathison,0.098618,9.861848,7.000000,存活,7022,7.022000
5,2,Jane Seymour,0.098546,9.854600,7.000000,存活,7022,7.022000
5,2,Helio Castroneves,0.095947,9.594702,9.000000,存活,7022,7.022000
5,2,Wayne Newton,0.087110,8.711038,5.000000,存活,7022,7.022000
5,2,Mel B,0.084954,8.495368,7.666667,存活,7022,7.022000
5,2,Albert Reed,0.002401,0.240110,7.000000,淘汰,7022,7.022000
5,3,Sabrina Bryan,0.130675,13.067483,9.000000,存活,30446,30.446000
5,3,Jennie Garth,0.126736,12.673574,8.666667,存活,30446,30.446000
5,3,Marie Osmond,0.125254,12.525360,8.666667,存活,30446,30.446000
5,3,Jane Seymour,0.105963,10.596331,9.000000,存活,30446,30.446000
5,3,Mel B,0.104473,10.447347,9.000000,存活,30446,30.446000
5,3,Floyd Mayweather Jr. ,0.101011,10.101110,7.000000,存活,30446,30.446000
5,3,Mark Cuban,0.094279,9.427948,6.666667,存活,30446,30.446000
5,3,Cameron Mathison,0.090699,9.069881,7.666667,存活,30446,30.446000
5,3,Helio Castroneves,0.090289,9.028898,8.000000,存活,30446,30.446000
5,3,Wayne Newton,0.030621,3.062068,6.000000,淘汰,30446,30.446000
5,4,Sabrina Bryan,0.151388,15.138825,10.000000,存活,16050,16.050000
5,4,Mark Cuban,0.140597,14.059726,7.333333,存活,16050,16.050000
5,4,Jennie Garth,0.139321,13.932118,9.000000,存活,16050,16.050000
5,4,Marie Osmond,0.133274,13.327445,8.666667,存活,16050,16.050000
5,4,Cameron Mathison,0.111563,11.156343,9.000000,存活,16050,16.050000
5,4,Jane Seymour,0.107876,10.787600,8.666667,存活,16050,16.050000
5,4,Helio Castroneves,0.106967,10.696688,9.000000,存活,16050,16.050000
5,4,Mel B,0.106495,10.649473,8.666667,存活,16050,16.050000
5,4,Floyd Mayweather Jr. ,0.002518,0.251783,7.666667,淘汰,16050,16.050000
5,5,Sabrina Bryan,0.172602,17.260198,9.333333,存活,22275,22.275000
5,5,Jennie Garth,0.155591,15.559070,8.333333,存活,22275,22.275000
5,5,Mel B,0.142748,14.274825,9.666667,存活,22275,22.275000
5,5,Marie Osmond,0.137092,13.709197,7.000000,存活,22275,22.275000
5,5,Cameron Mathison,0.130538,13.053836,8.666667,存活,22275,22.275000
5,5,Jane Seymour,0.130491,13.049055,8.666667,存活,22275,22.275000
5,5,Helio Castroneves,0.112523,11.252272,7.666667,存活,22275,22.275000
5,5,Mark Cuban,0.018415,1.841547,7.000000,淘汰,22275,22.275000
5,6,Marie Osmond,0.196360,19.635962,7.666667,存活,10075,10.075000
5,6,Jennie Garth,0.177252,17.725248,9.000000,存活,10075,10.075000
5,6,Cameron Mathison,0.172416,17.241560,8.333333,存活,10075,10.075000
5,6,Mel B,0.156211,15.621087,10.000000,存活,10075,10.075000
5,6,Jane Seymour,0.151783,15.178298,7.333333,存活,10075,10.075000
5,6,Helio Castroneves,0.142912,14.291186,9.333333,存活,10075,10.075000
5,6,Sabrina Bryan,0.003067,0.306659,8.333333,淘汰,10075,10.075000
5,7,Jennie Garth,0.213729,21.372928,8.833333,存活,39293,39.293000
5,7,Marie Osmond,0.207597,20.759683,8.666667,存活,39293,39.293000
5,7,Mel B,0.174621,17.462096,9.000000,存活,39293,39.293000
5,7,Cameron Mathison,0.166706,16.670568,8.500000,存活,39293,39.293000
5,7,Helio Castroneves,0.163396,16.339583,8.666667,存活,39293,39.293000
5,7,Jane Seymour,0.073951,7.395142,8.333333,淘汰,39293,39.293000
5,8,Jennie Garth,0.242646,24.264610,8.333333,存活,45411,45.411000
5,8,Marie Osmond,0.235715,23.571549,8.166667,存活,45411,45.411000
5,8,Mel B,0.197063,19.706262,9.333333,存活,45411,45.411000
5,8,Helio Castroneves,0.194544,19.454374,9.500000,存活,45411,45.411000
5,8,Cameron Mathison,0.130032,13.003205,8.500000,淘汰,45411,45.411000
5,9,Marie Osmond,0.447791,44.779117,9.333333,存活,15914,15.914000
5,9,Mel B,0.277368,27.736793,10.000000,存活,15914,15.914000
5,9,Helio Castroneves,0.269883,26.988251,10.000000,存活,15914,15.914000
5,9,Jennie Garth,0.004958,0.495839,9.666667,淘汰,15914,15.914000
5,10,Marie Osmond,0.340972,34.097220,7.666667,存活,100000,100.000000
5,10,Mel B,0.335836,33.583565,9.444400,存活,100000,100.000000
5,10,Helio Castroneves,0.323192,32.319215,9.333300,存活,100000,100.000000
6,1,Kristi Yamaguchi,0.112445,11.244491,9.000000,存活,100000,100.000000
6,1,Priscilla Presley,0.102531,10.253055,8.000000,存活,100000,100.000000
6,1,Mario,0.101516,10.151593,8.000000,存活,100000,100.000000
6,1,Marlee Matlin,0.094010,9.400951,7.333333,存活,100000,100.000000
6,1,Jason Taylor,0.092603,9.260264,7.333333,存活,100000,100.000000
6,1,Shannon Elizabeth,0.090210,9.020957,7.000000,存活,100000,100.000000
6,1,Marissa Jaret Winokur,0.077996,7.799640,6.000000,存活,100000,100.000000
6,1,Steve Guttenberg,0.077578,7.757823,6.000000,存活,100000,100.000000
6,1,Cristian de la Fuente,0.072326,7.232623,7.000000,存活,100000,100.000000
6,1,Penn Jillette,0.065333,6.533251,5.333333,存活,100000,100.000000
6,1,Adam Carolla,0.062033,6.203297,5.000000,存活,100000,100.000000
6,1,Monica Seles,0.051421,5.142054,5.000000,存活,100000,100.000000
6,2,Jason Taylor,0.110471,11.047100,9.000000,存活,39588,39.588000
6,2,Kristi Yamaguchi,0.110316,11.031620,9.000000,存活,39588,39.588000
6,2,Mario,0.107473,10.747330,8.666667,存活,39588,39.588000
6,2,Marlee Matlin,0.100548,10.054811,8.000000,存活,39588,39.588000
6,2,Shannon Elizabeth,0.100431,10.043144,8.000000,存活,39588,39.588000
6,2,Priscilla Presley,0.088147,8.814747,7.000000,存活,39588,39.588000
6,2,Marissa Jaret Winokur,0.087791,8.779063,7.000000,存活,39588,39.588000
6,2,Adam Carolla,0.076760,7.675982,6.333333,存活,39588,39.588000
6,2,Steve Guttenberg,0.073706,7.370557,5.333333,存活,39588,39.588000
6,2,Cristian de la Fuente,0.067788,6.778830,6.666667,存活,39588,39.588000
6,2,Penn Jillette,0.046723,4.672262,5.666667,淘汰,39588,39.588000
6,2,Monica Seles,0.029846,2.984552,5.000000,淘汰,39588,39.588000
6,3,Kristi Yamaguchi,0.123589,12.358947,9.000000,存活,10598,10.598000
6,3,Priscilla Presley,0.119672,11.967151,8.666667,存活,10598,10.598000
6,3,Adam Carolla,0.113971,11.397120,7.000000,存活,10598,10.598000
6,3,Marissa Jaret Winokur,0.112951,11.295120,6.333333,存活,10598,10.598000
6,3,Shannon Elizabeth,0.110878,11.087756,8.000000,存活,10598,10.598000
6,3,Mario,0.109599,10.959910,7.000000,存活,10598,10.598000
6,3,Marlee Matlin,0.108606,10.860629,7.000000,存活,10598,10.598000
6,3,Jason Taylor,0.104733,10.473337,7.666667,存活,10598,10.598000
6,3,Cristian de la Fuente,0.093502,9.350226,8.333333,存活,10598,10.598000
6,3,Steve Guttenberg,0.002498,0.249805,7.000000,淘汰,10598,10.598000
6,4,Kristi Yamaguchi,0.137623,13.762280,9.666667,存活,33513,33.513000
6,4,Jason Taylor,0.136888,13.688823,9.666667,存活,33513,33.513000
6,4,Shannon Elizabeth,0.135131,13.513108,9.333333,存活,33513,33.513000
6,4,Marissa Jaret Winokur,0.116463,11.646255,8.000000,存活,33513,33.513000
6,4,Marlee Matlin,0.115994,11.599431,8.000000,存活,33513,33.513000
6,4,Mario,0.114903,11.490254,8.000000,存活,33513,33.513000
6,4,Priscilla Presley,0.106855,10.685485,7.333333,存活,33513,33.513000
6,4,Cristian de la Fuente,0.101095,10.109512,8.666667,存活,33513,33.513000
6,4,Adam Carolla,0.035049,3.504853,6.333333,淘汰,33513,33.513000
6,5,Kristi Yamaguchi,0.163514,16.351377,9.666667,存活,23653,23.653000
6,5,Mario,0.155086,15.508610,9.000000,存活,23653,23.653000
6,5,Jason Taylor,0.152930,15.292995,9.000000,存活,23653,23.653000
6,5,Marissa Jaret Winokur,0.139048,13.904823,8.000000,存活,23653,23.653000
6,5,Shannon Elizabeth,0.133715,13.371497,7.666667,存活,23653,23.653000
6,5,Marlee Matlin,0.129068,12.906783,7.333333,存活,23653,23.653000
6,5,Cristian de la Fuente,0.107276,10.727586,7.666667,存活,23653,23.653000
6,5,Priscilla Presley,0.019363,1.936329,7.000000,淘汰,23653,23.653000
6,6,Kristi Yamaguchi,0.180320,18.032018,10.000000,存活,40923,40.923000
6,6,Mario,0.169623,16.962291,9.333333,存活,40923,40.923000
6,6,Marissa Jaret Winokur,0.159974,15.997402,8.666667,存活,40923,40.923000
6,6,Shannon Elizabeth,0.147634,14.763413,8.000000,存活,40923,40.923000
6,6,Jason Taylor,0.145039,14.503871,8.000000,存活,40923,40.923000
6,6,Cristian de la Fuente,0.133328,13.332803,9.000000,存活,40923,40.923000
6,6,Marlee Matlin,0.064082,6.408201,7.000000,淘汰,40923,40.923000
6,7,Mario,0.220860,22.086008,8.500000,存活,14251,14.251000
6,7,Jason Taylor,0.201700,20.170018,9.166667,存活,14251,14.251000
6,7,Kristi Yamaguchi,0.197849,19.784909,9.000000,存活,14251,14.251000
6,7,Marissa Jaret Winokur,0.193223,19.322272,8.666667,存活,14251,14.251000
6,7,Cristian de la Fuente,0.182908,18.290837,7.666667,存活,14251,14.251000
6,7,Shannon Elizabeth,0.003460,0.345956,8.500000,淘汰,14251,14.251000
6,8,Jason Taylor,0.289465,28.946459,8.666667,存活,12800,12.800000
6,8,Marissa Jaret Winokur,0.283672,28.367184,8.333333,存活,12800,12.800000
