season,week,celebrity_name,simulated_vote_share,vote_percentage,avg_judge_score,status,num_valid_simulations,valid_percentage
2,5,George Hamilton,0.162430,16.243020,8.000000,存活,97885,97.885000
2,5,Jerry Rice,0.154001,15.400132,7.666667,存活,97885,97.885000
2,5,Tia Carrere,0.147081,14.708069,7.333333,淘汰,97885,97.885000
2,6,Drew Lachey,0.223279,22.327931,10.000000,存活,99698,99.698000
2,6,Stacy Keibler,0.221673,22.167299,10.000000,存活,99698,99.698000
2,6,Lisa Rinna,0.205291,20.529051,9.000000,存活,99698,99.698000
2,6,George Hamilton,0.175855,17.585547,7.666667,淘汰,99698,99.698000
2,6,Jerry Rice,0.173902,17.390171,7.666667,存活,99698,99.698000
2,7,Drew Lachey,0.361919,36.191861,9.166667,存活,19435,19.435000
2,7,Stacy Keibler,0.359462,35.946165,9.166667,存活,19435,19.435000
2,7,Jerry Rice,0.271479,27.147874,6.833333,存活,19435,19.435000
2,7,Lisa Rinna,0.007141,0.714100,8.833333,淘汰,19435,19.435000
2,8,Drew Lachey,0.343008,34.300840,9.666600,淘汰,100000,100.000000
2,8,Stacy Keibler,0.338131,33.813086,9.555500,淘汰,100000,100.000000
2,8,Jerry Rice,0.318861,31.886074,8.888867,淘汰,100000,100.000000
3,1,Mario Lopez,0.120739,12.073890,8.666667,存活,30808,30.808000
3,1,Emmitt Smith,0.118688,11.868836,8.000000,存活,30808,30.808000
3,1,Vivica A. Fox,0.110730,11.072975,7.333333,存活,30808,30.808000
3,1,Willa Ford,0.109403,10.940266,7.333333,存活,30808,30.808000
3,1,Joey Lawrence,0.106466,10.646613,7.000000,存活,30808,30.808000
3,1,Monique Coleman,0.096213,9.621302,6.333333,存活,30808,30.808000
3,1,Shanna Moakler,0.088777,8.877740,6.000000,存活,30808,30.808000
3,1,Harry Hamlin,0.086506,8.650602,5.666667,存活,30808,30.808000
3,1,Sara Evans,0.075982,7.598182,5.000000,存活,30808,30.808000
3,1,Jerry Springer,0.063172,6.317159,5.333333,存活,30808,30.808000
3,1,Tucker Carlson,0.023324,2.332435,4.000000,淘汰,30808,30.808000
3,2,Joey Lawrence,0.127362,12.736210,9.666667,存活,8251,8.251000
3,2,Mario Lopez,0.120032,12.003236,7.000000,存活,8251,8.251000
3,2,Harry Hamlin,0.120019,12.001946,7.000000,存活,8251,8.251000
3,2,Sara Evans,0.118939,11.893866,7.000000,存活,8251,8.251000
3,2,Monique Coleman,0.115051,11.505088,8.666667,存活,8251,8.251000
3,2,Vivica A. Fox,0.106887,10.688651,8.000000,存活,8251,8.251000
3,2,Emmitt Smith,0.105165,10.516463,8.000000,存活,8251,8.251000
3,2,Willa Ford,0.100735,10.073535,7.666667,存活,8251,8.251000
3,2,Jerry Springer,0.083569,8.356932,6.333333,存活,8251,8.251000
3,2,Shanna Moakler,0.002241,0.224072,7.333333,淘汰,8251,8.251000
3,3,Monique Coleman,0.135914,13.591367,9.000000,存活,9204,9.204000
3,3,Vivica A. Fox,0.134431,13.443050,9.000000,存活,9204,9.204000
3,3,Willa Ford,0.125993,12.599317,7.333333,存活,9204,9.204000
3,3,Sara Evans,0.125639,12.563890,8.333333,存活,9204,9.204000
3,3,Joey Lawrence,0.125241,12.524097,7.333333,存活,9204,9.204000
3,3,Mario Lopez,0.123653,12.365316,7.333333,存活,9204,9.204000
3,3,Emmitt Smith,0.121354,12.135420,6.333333,存活,9204,9.204000
3,3,Jerry Springer,0.105165,10.516480,7.000000,存活,9204,9.204000
3,3,Harry Hamlin,0.002611,0.261063,7.333333,淘汰,9204,9.204000
3,4,Mario Lopez,0.155554,15.555421,9.666667,存活,10118,10.118000
3,4,Emmitt Smith,0.148318,14.831838,8.000000,存活,10118,10.118000
3,4,Willa Ford,0.147911,14.791103,9.333333,存活,10118,10.118000
3,4,Joey Lawrence,0.146078,14.607762,9.000000,存活,10118,10.118000
3,4,Monique Coleman,0.144228,14.422768,8.000000,存活,10118,10.118000
3,4,Sara Evans,0.137676,13.767560,6.666667,存活,10118,10.118000
3,4,Jerry Springer,0.117673,11.767314,7.333333,存活,10118,10.118000
3,4,Vivica A. Fox,0.002562,0.256233,8.000000,淘汰,10118,10.118000
3,5,Mario Lopez,0.170088,17.008787,9.000000,存活,23653,23.653000
3,5,Emmitt Smith,0.169784,16.978436,9.000000,存活,23653,23.653000
3,5,Monique Coleman,0.169245,16.924472,9.000000,存活,23653,23.653000
3,5,Joey Lawrence,0.168003,16.800306,8.333333,存活,23653,23.653000
3,5,Jerry Springer,0.148701,14.870146,8.000000,存活,23653,23.653000
3,5,Willa Ford,0.114894,11.489372,9.000000,淘汰,23653,23.653000
3,5,Sara Evans,0.059285,5.928482,8.000000,淘汰,23653,23.653000
3,6,Mario Lopez,0.242566,24.256585,9.333333,存活,100000,100.000000
3,6,Emmitt Smith,0.215287,21.528695,8.333333,存活,100000,100.000000
3,6,Joey Lawrence,0.211490,21.149000,8.000000,存活,100000,100.000000
3,6,Monique Coleman,0.203756,20.375626,7.666667,存活,100000,100.000000
3,6,Jerry Springer,0.126901,12.690095,6.000000,存活,100000,100.000000
3,7,Joey Lawrence,0.233379,23.337878,9.500000,存活,52897,52.897000
3,7,Mario Lopez,0.229601,22.960134,9.333333,存活,52897,52.897000
3,7,Emmitt Smith,0.229055,22.905530,9.500000,存活,52897,52.897000
3,7,Monique Coleman,0.221448,22.144824,9.000000,存活,52897,52.897000
3,7,Jerry Springer,0.086516,8.651633,7.666667,淘汰,52897,52.897000
3,8,Mario Lopez,0.298242,29.824181,9.500000,存活,43868,43.868000
3,8,Joey Lawrence,0.286294,28.629362,9.000000,存活,43868,43.868000
3,8,Emmitt Smith,0.281400,28.140005,9.000000,存活,43868,43.868000
3,8,Monique Coleman,0.134065,13.406452,8.833333,淘汰,43868,43.868000
3,9,Emmitt Smith,0.432998,43.299763,9.833333,存活,28026,28.026000
3,9,Mario Lopez,0.418661,41.866127,9.833333,存活,28026,28.026000
3,9,Joey Lawrence,0.148341,14.834110,9.833333,淘汰,28026,28.026000
3,10,Mario Lopez,0.503325,50.332538,9.888867,淘汰,100000,100.000000
3,10,Emmitt Smith,0.496675,49.667462,9.888867,淘汰,100000,100.000000
4,1,Joey Fatone,0.120113,12.011319,8.000000,存活,100000,100.000000
4,1,Laila Ali,0.114764,11.476388,7.666667,存活,100000,100.000000
4,1,Ian Ziering,0.106971,10.697069,7.000000,存活,100000,100.000000
4,1,Apolo Anton Ohno,0.105295,10.529463,7.000000,存活,100000,100.000000
4,1,Shandi Finnessey,0.094750,9.475015,6.333333,存活,100000,100.000000
4,1,John Ratzenberger,0.087275,8.727545,5.666667,存活,100000,100.000000
4,1,Clyde Drexler,0.080868,8.086787,5.333333,存活,100000,100.000000
4,1,Paulina Porizkova,0.076049,7.604914,6.333333,存活,100000,100.000000
4,1,Leeza Gibbons,0.074681,7.468056,5.000000,存活,100000,100.000000
4,1,Heather Mills,0.072223,7.222344,6.000000,存活,100000,100.000000
4,1,Billy Ray Cyrus,0.067011,6.701101,4.333333,存活,100000,100.000000
4,2,Laila Ali,0.116087,11.608750,9.000000,存活,12910,12.910000
4,2,Apolo Anton Ohno,0.112259,11.225855,8.666667,存活,12910,12.910000
4,2,Shandi Finnessey,0.109610,10.961031,6.666667,存活,12910,12.910000
4,2,Joey Fatone,0.105124,10.512363,8.000000,存活,12910,12.910000
4,2,Clyde Drexler,0.099675,9.967492,6.000000,存活,12910,12.910000
4,2,Ian Ziering,0.097175,9.717493,7.333333,存活,12910,12.910000
4,2,John Ratzenberger,0.092760,9.276007,7.000000,存活,12910,12.910000
4,2,Billy Ray Cyrus,0.092196,9.219557,7.000000,存活,12910,12.910000
4,2,Leeza Gibbons,0.089856,8.985591,7.000000,存活,12910,12.910000
4,2,Heather Mills,0.083069,8.306857,8.000000,存活,12910,12.910000
4,2,Paulina Porizkova,0.002190,0.219005,7.000000,淘汰,12910,12.910000
4,3,John Ratzenberger,0.126433,12.643266,6.666667,存活,11059,11.059000
4,3,Ian Ziering,0.117959,11.795931,8.000000,存活,11059,11.059000
4,3,Joey Fatone,0.115674,11.567434,8.000000,存活,11059,11.059000
4,3,Leeza Gibbons,0.113538,11.353842,8.000000,存活,11059,11.059000
4,3,Apolo Anton Ohno,0.112016,11.201571,7.666667,存活,11059,11.059000
4,3,Laila Ali,0.110777,11.077741,7.000000,存活,11059,11.059000
4,3,Billy Ray Cyrus,0.109845,10.984538,7.000000,存活,11059,11.059000
4,3,Clyde Drexler,0.099205,9.920530,5.333333,存活,11059,11.059000
4,3,Heather Mills,0.091967,9.196708,8.000000,存活,11059,11.059000
4,3,Shandi Finnessey,0.002584,0.258439,7.000000,淘汰,11059,11.059000
4,4,Joey Fatone,0.159701,15.970071,9.333333,存活,15350,15.350000
4,4,Apolo Anton Ohno,0.146157,14.615744,8.666667,存活,15350,15.350000
4,4,Ian Ziering,0.137425,13.742509,8.000000,存活,15350,15.350000
4,4,Billy Ray Cyrus,0.120936,12.093632,7.000000,存活,15350,15.350000
4,4,Laila Ali,0.118921,11.892148,7.000000,存活,15350,15.350000
4,4,Clyde Drexler,0.110056,11.005624,5.000000,存活,15350,15.350000
4,4,Heather Mills,0.104272,10.427178,7.666667,存活,15350,15.350000
4,4,John Ratzenberger,0.098563,9.856321,5.333333,存活,15350,15.350000
4,4,Leeza Gibbons,0.003968,0.396773,5.333333,淘汰,15350,15.350000
4,5,Laila Ali,0.166779,16.677899,9.333333,存活,42181,42.181000
4,5,Apolo Anton Ohno,0.161961,16.196134,10.000000,存活,42181,42.181000
4,5,Joey Fatone,0.154854,15.485352,8.333333,存活,42181,42.181000
4,5,Ian Ziering,0.149823,14.982325,8.000000,存活,42181,42.181000
4,5,John Ratzenberger,0.113341,11.334067,6.000000,存活,42181,42.181000
4,5,Billy Ray Cyrus,0.106465,10.646462,5.666667,存活,42181,42.181000
4,5,Heather Mills,0.102785,10.278496,7.000000,存活,42181,42.181000
4,5,Clyde Drexler,0.043993,4.399266,4.333333,淘汰,42181,42.181000
4,6,Apolo Anton Ohno,0.174370,17.437030,9.333333,存活,12864,12.864000
4,6,Billy Ray Cyrus,0.172605,17.260458,7.000000,存活,12864,12.864000
4,6,Laila Ali,0.172524,17.252376,9.333333,存活,12864,12.864000
4,6,Joey Fatone,0.169083,16.908250,9.000000,存活,12864,12.864000
4,6,John Ratzenberger,0.157594,15.759411,6.333333,存活,12864,12.864000
4,6,Ian Ziering,0.151315,15.131522,8.000000,存活,12864,12.864000
4,6,Heather Mills,0.002510,0.250953,7.666667,淘汰,12864,12.864000
4,7,Joey Fatone,0.212950,21.295003,9.833333,存活,16088,16.088000
4,7,Laila Ali,0.208716,20.871565,9.833333,存活,16088,16.088000
4,7,Ian Ziering,0.198403,19.840308,9.000000,存活,16088,16.088000
4,7,Apolo Anton Ohno,0.192390,19.239023,9.000000,存活,16088,16.088000
4,7,Billy Ray Cyrus,0.183687,18.368712,6.333333,存活,16088,16.088000
4,7,John Ratzenberger,0.003854,0.385389,7.500000,淘汰,16088,16.088000
4,8,Apolo Anton Ohno,0.242688,24.268792,9.666667,存活,52717,52.717000
4,8,Joey Fatone,0.233714,23.371422,9.166667,存活,52717,52.717000
4,8,Laila Ali,0.223591,22.359109,8.833333,存活,52717,52.717000
4,8,Ian Ziering,0.203407,20.340670,7.833333,存活,52717,52.717000
4,8,Billy Ray Cyrus,0.096600,9.660007,6.333333,淘汰,52717,52.717000
4,9,Joey Fatone,0.291667,29.166723,10.000000,存活,43604,43.604000
4,9,Laila Ali,0.288996,28.899612,10.000000,存活,43604,43.604000
4,9,Apolo Anton Ohno,0.284290,28.429013,9.833333,存活,43604,43.604000
4,9,Ian Ziering,0.135047,13.504651,9.666667,淘汰,43604,43.604000
4,10,Apolo Anton Ohno,0.337638,33.763767,9.777733,淘汰,100000,100.000000
4,10,Joey Fatone,0.334000,33.400030,9.555500,淘汰,100000,100.000000
4,10,Laila Ali,0.328362,32.836203,9.444400,淘汰,100000,100.000000
5,1,Sabrina Bryan,0.115714,11.571400,8.666667,存活,26831,26.831000
5,1,Jennie Garth,0.094214,9.421411,7.000000,存活,26831,26.831000
5,1,Marie Osmond,0.092980,9.298024,7.000000,存活,26831,26.831000
5,1,Albert Reed,0.091414,9.141368,7.000000,存活,26831,26.831000
5,1,Mark Cuban,0.090311,9.031070,7.000000,存活,26831,26.831000
5,1,Jane Seymour,0.086183,8.618291,8.000000,存活,26831,26.831000
5,1,Helio Castroneves,0.086086,8.608611,8.333333,存活,26831,26.831000
5,1,Mel B,0.085235,8.523549,8.000000,存活,26831,26.831000
5,1,Wayne Newton,0.084135,8.413491,6.333333,存活,26831,26.831000
5,1,Floyd Mayweather Jr. ,0.079154,7.915415,6.000000,存活,26831,26.831000
5,1,Cameron Mathison,0.075194,7.519415,7.000000,存活,26831,26.831000
5,1,Josie Maran,0.019380,1.937954,5.333333,淘汰,26831,26.831000
5,2,Sabrina Bryan,0.117663,11.766284,8.666667,存活,7324,7.324000
5,2,Marie Osmond,0.109267,10.926682,8.000000,存活,7324,7.324000
5,2,Floyd Mayweather Jr. ,0.103760,10.376042,7.000000,存活,7324,7.324000
5,2,Jennie Garth,0.101482,10.148234,7.000000,存活,7324,7.324000
5,2,Mark Cuban,0.101461,10.146066,6.000000,存活,7324,7.324000
5,2,Jane Seymour,0.098437,9.843746,7.000000,存活,7324,7.324000
5,2,Cameron Mathison,0.098409,9.840905,7.000000,存活,7324,7.324000
5,2,Helio Castroneves,0.095754,9.575377,9.000000,存活,7324,7.324000
5,2,Wayne Newton,0.087068,8.706809,5.000000,存活,7324,7.324000
5,2,Mel B,0.084299,8.429893,7.666667,存活,7324,7.324000
5,2,Albert Reed,0.002400,0.239963,7.000000,淘汰,7324,7.324000
5,3,Sabrina Bryan,0.130998,13.099822,9.000000,存活,30674,30.674000
5,3,Jennie Garth,0.126673,12.667296,8.666667,存活,30674,30.674000
5,3,Marie Osmond,0.125357,12.535705,8.666667,存活,30674,30.674000
5,3,Jane Seymour,0.105825,10.582457,9.000000,存活,30674,30.674000
5,3,Mel B,0.104571,10.457147,9.000000,存活,30674,30.674000
5,3,Floyd Mayweather Jr. ,0.101043,10.104328,7.000000,存活,30674,30.674000
5,3,Mark Cuban,0.094577,9.457711,6.666667,存活,30674,30.674000
5,3,Cameron Mathison,0.090374,9.037366,7.666667,存活,30674,30.674000
5,3,Helio Castroneves,0.089928,8.992846,8.000000,存活,30674,30.674000
5,3,Wayne Newton,0.030653,3.065321,6.000000,淘汰,30674,30.674000
5,4,Sabrina Bryan,0.153443,15.344325,10.000000,存活,16112,16.112000
5,4,Mark Cuban,0.140054,14.005435,7.333333,存活,16112,16.112000
5,4,Jennie Garth,0.138281,13.828121,9.000000,存活,16112,16.112000
5,4,Marie Osmond,0.132085,13.208498,8.666667,存活,16112,16.112000
5,4,Cameron Mathison,0.112057,11.205741,9.000000,存活,16112,16.112000
5,4,Jane Seymour,0.108006,10.800593,8.666667,存活,16112,16.112000
5,4,Helio Castroneves,0.107289,10.728940,9.000000,存活,16112,16.112000
5,4,Mel B,0.106274,10.627415,8.666667,存活,16112,16.112000
5,4,Floyd Mayweather Jr. ,0.002509,0.250932,7.666667,淘汰,16112,16.112000
5,5,Sabrina Bryan,0.173595,17.359482,9.333333,存活,21936,21.936000
5,5,Jennie Garth,0.154299,15.429935,8.333333,存活,21936,21.936000
5,5,Mel B,0.142970,14.296951,9.666667,存活,21936,21.936000
5,5,Marie Osmond,0.136980,13.698041,7.000000,存活,21936,21.936000
5,5,Cameron Mathison,0.130993,13.099254,8.666667,存活,21936,21.936000
5,5,Jane Seymour,0.130560,13.056000,8.666667,存活,21936,21.936000
5,5,Helio Castroneves,0.111972,11.197175,7.666667,存活,21936,21.936000
5,5,Mark Cuban,0.018632,1.863161,7.000000,淘汰,21936,21.936000
5,6,Marie Osmond,0.196443,19.644279,7.666667,存活,10314,10.314000
5,6,Jennie Garth,0.176635,17.663546,9.000000,存活,10314,10.314000
5,6,Cameron Mathison,0.172460,17.245983,8.333333,存活,10314,10.314000
5,6,Mel B,0.155727,15.572731,10.000000,存活,10314,10.314000
5,6,Jane Seymour,0.151769,15.176882,7.333333,存活,10314,10.314000
5,6,Helio Castroneves,0.143897,14.389735,9.333333,存活,10314,10.314000
5,6,Sabrina Bryan,0.003068,0.306845,8.333333,淘汰,10314,10.314000
5,7,Jennie Garth,0.213173,21.317284,8.833333,存活,39065,39.065000
5,7,Marie Osmond,0.207030,20.702991,8.666667,存活,39065,39.065000
5,7,Mel B,0.174650,17.465046,9.000000,存活,39065,39.065000
5,7,Cameron Mathison,0.167263,16.726291,8.500000,存活,39065,39.065000
5,7,Helio Castroneves,0.163574,16.357384,8.666667,存活,39065,39.065000
5,7,Jane Seymour,0.074310,7.431003,8.333333,淘汰,39065,39.065000
5,8,Jennie Garth,0.242920,24.291978,8.333333,存活,45809,45.809000
5,8,Marie Osmond,0.236052,23.605162,8.166667,存活,45809,45.809000
5,8,Mel B,0.196447,19.644663,9.333333,存活,45809,45.809000
5,8,Helio Castroneves,0.194564,19.456351,9.500000,存活,45809,45.809000
5,8,Cameron Mathison,0.130018,13.001846,8.500000,淘汰,45809,45.809000
5,9,Marie Osmond,0.448064,44.806369,9.333333,存活,15941,15.941000
5,9,Mel B,0.277132,27.713162,10.000000,存活,15941,15.941000
5,9,Helio Castroneves,0.269840,26.984030,10.000000,存活,15941,15.941000
5,9,Jennie Garth,0.004964,0.496439,9.666667,淘汰,15941,15.941000
5,10,Marie Osmond,0.341527,34.152685,7.666667,淘汰,100000,100.000000
5,10,Mel B,0.333740,33.373986,9.444400,淘汰,100000,100.000000
5,10,Helio Castroneves,0.324733,32.473329,9.333300,淘汰,100000,100.000000
6,1,Kristi Yamaguchi,0.112385,11.238474,9.000000,存活,100000,100.000000
6,1,Priscilla Presley,0.102426,10.242601,8.000000,存活,100000,100.000000
6,1,Mario,0.101629,10.162893,8.000000,存活,100000,100.000000
6,1,Marlee Matlin,0.094377,9.437695,7.333333,存活,100000,100.000000
6,1,Jason Taylor,0.092454,9.245444,7.333333,存活,100000,100.000000
6,1,Shannon Elizabeth,0.090072,9.007161,7.000000,存活,100000,100.000000
6,1,Marissa Jaret Winokur,0.077708,7.770771,6.000000,存活,100000,100.000000
6,1,Steve Guttenberg,0.077661,7.766114,6.000000,存活,100000,100.000000
6,1,Cristian de la Fuente,0.072558,7.255779,7.000000,存活,100000,100.000000
6,1,Penn Jillette,0.065383,6.538290,5.333333,存活,100000,100.000000
6,1,Adam Carolla,0.062054,6.205377,5.000000,存活,100000,100.000000
6,1,Monica Seles,0.051294,5.129400,5.000000,存活,100000,100.000000
6,2,Kristi Yamaguchi,0.110238,11.023806,9.000000,存活,39432,39.432000
6,2,Jason Taylor,0.109973,10.997290,9.000000,存活,39432,39.432000
6,2,Mario,0.107246,10.724605,8.666667,存活,39432,39.432000
6,2,Marlee Matlin,0.100519,10.051945,8.000000,存活,39432,39.432000
6,2,Shannon Elizabeth,0.100474,10.047416,8.000000,存活,39432,39.432000
6,2,Priscilla Presley,0.088588,8.858772,7.000000,存活,39432,39.432000
6,2,Marissa Jaret Winokur,0.088296,8.829602,7.000000,存活,39432,39.432000
6,2,Adam Carolla,0.076585,7.658525,6.333333,存活,39432,39.432000
6,2,Steve Guttenberg,0.073593,7.359256,5.333333,存活,39432,39.432000
6,2,Cristian de la Fuente,0.067766,6.776632,6.666667,存活,39432,39.432000
6,2,Penn Jillette,0.046815,4.681534,5.666667,淘汰,39432,39.432000
6,2,Monica Seles,0.029906,2.990617,5.000000,淘汰,39432,39.432000
6,3,Kristi Yamaguchi,0.123098,12.309751,9.000000,存活,10501,10.501000
6,3,Priscilla Presley,0.119580,11.957998,8.666667,存活,10501,10.501000
6,3,Adam Carolla,0.113948,11.394757,7.000000,存活,10501,10.501000
6,3,Marissa Jaret Winokur,0.112854,11.285426,6.333333,存活,10501,10.501000
6,3,Shannon Elizabeth,0.110809,11.080877,8.000000,存活,10501,10.501000
6,3,Mario,0.109615,10.961547,7.000000,存活,10501,10.501000
6,3,Marlee Matlin,0.108768,10.876794,7.000000,存活,10501,10.501000
6,3,Jason Taylor,0.105158,10.515775,7.666667,存活,10501,10.501000
6,3,Cristian de la Fuente,0.093675,9.367468,8.333333,存活,10501,10.501000
6,3,Steve Guttenberg,0.002496,0.249606,7.000000,淘汰,10501,10.501000
6,4,Kristi Yamaguchi,0.137096,13.709628,9.666667,存活,33504,33.504000
6,4,Jason Taylor,0.137030,13.702989,9.666667,存活,33504,33.504000
6,4,Shannon Elizabeth,0.134942,13.494225,9.333333,存活,33504,33.504000
6,4,Marissa Jaret Winokur,0.116236,11.623609,8.000000,存活,33504,33.504000
6,4,Marlee Matlin,0.115927,11.592747,8.000000,存活,33504,33.504000
6,4,Mario,0.115689,11.568942,8.000000,存活,33504,33.504000
6,4,Priscilla Presley,0.106720,10.671952,7.333333,存活,33504,33.504000
6,4,Cristian de la Fuente,0.101495,10.149473,8.666667,存活,33504,33.504000
6,4,Adam Carolla,0.034864,3.486436,6.333333,淘汰,33504,33.504000
6,5,Kristi Yamaguchi,0.162763,16.276313,9.666667,存活,23513,23.513000
6,5,Mario,0.154199,15.419880,9.000000,存活,23513,23.513000
6,5,Jason Taylor,0.153564,15.356386,9.000000,存活,23513,23.513000
6,5,Marissa Jaret Winokur,0.139667,13.966712,8.000000,存活,23513,23.513000
6,5,Shannon Elizabeth,0.133476,13.347578,7.666667,存活,23513,23.513000
6,5,Marlee Matlin,0.128695,12.869497,7.333333,存活,23513,23.513000
6,5,Cristian de la Fuente,0.108239,10.823858,7.666667,存活,23513,23.513000
6,5,Priscilla Presley,0.019398,1.939776,7.000000,淘汰,23513,23.513000
6,6,Kristi Yamaguchi,0.180100,18.010040,10.000000,存活,40925,40.925000
6,6,Mario,0.170375,17.037549,9.333333,存活,40925,40.925000
6,6,Marissa Jaret Winokur,0.159335,15.933505,8.666667,存活,40925,40.925000
6,6,Shannon Elizabeth,0.147894,14.789350,8.000000,存活,40925,40.925000
6,6,Jason Taylor,0.145407,14.540667,8.000000,存活,40925,40.925000
6,6,Cristian de la Fuente,0.132717,13.271732,9.000000,存活,40925,40.925000
6,6,Marlee Matlin,0.064172,6.417158,7.000000,淘汰,40925,40.925000
6,7,Mario,0.221479,22.147872,8.500000,存活,14077,14.077000
6,7,Jason Taylor,0.201290,20.129029,9.166667,存活,14077,14.077000
6,7,Kristi Yamaguchi,0.196526,19.652587,9.000000,存活,14077,14.077000
6,7,Marissa Jaret Winokur,0.194588,19.458826,8.666667,存活,14077,14.077000
6,7,Cristian de la Fuente,0.182662,18.266208,7.666667,存活,14077,14.077000
6,7,Shannon Elizabeth,0.003455,0.345477,8.500000,淘汰,14077,14.077000
6,8,Jason Taylor,0.290476,29.047582,8.666667,存活,12589,12.589000
