season,week,celebrity_name,simulated_vote_share,vote_percentage,avg_judge_score,status,num_valid_simulations,valid_percentage,method,final_rank
2,1,George Hamilton,0.100000,10.000000,6.000000,存活,0,0.000000,排名结合法,10
2,2,Stacy Keibler,0.156173,15.617314,9.666667,存活,22065,22.065000,排名结合法,1
2,2,Drew Lachey,0.146996,14.699550,9.000000,存活,22065,22.065000,排名结合法,2
2,2,Jerry Rice,0.124535,12.453494,7.666667,存活,22065,22.065000,排名结合法,3
2,2,Tia Carrere,0.123550,12.355016,7.333333,存活,22065,22.065000,排名结合法,4
2,2,George Hamilton,0.123218,12.321816,7.333333,存活,22065,22.065000,排名结合法,5
2,2,Giselle Fernandez,0.101683,10.168328,8.000000,存活,22065,22.065000,排名结合法,6
2,2,Lisa Rinna,0.112555,11.255475,6.666667,存活,22065,22.065000,排名结合法,7
2,2,Tatum O'Neal,0.016612,1.661234,5.666667,淘汰,22065,22.065000,排名结合法,8
2,2,Master P,0.094678,9.467773,5.333333,存活,22065,22.065000,排名结合法,9
2,3,Drew Lachey,0.155101,15.510086,9.000000,存活,5061,5.061000,排名结合法,1
2,3,Stacy Keibler,0.154177,15.417722,9.000000,存活,5061,5.061000,排名结合法,2
2,3,Tia Carrere,0.143743,14.374275,8.666667,存活,5061,5.061000,排名结合法,3
2,3,Jerry Rice,0.155612,15.561219,6.333333,存活,5061,5.061000,排名结合法,4
2,3,Lisa Rinna,0.142556,14.255558,8.333333,存活,5061,5.061000,排名结合法,5
2,3,George Hamilton,0.128493,12.849321,7.333333,存活,5061,5.061000,排名结合法,6
2,3,Giselle Fernandez,0.003310,0.330950,7.333333,淘汰,5061,5.061000,排名结合法,7
2,3,Master P,0.117009,11.700867,4.666667,存活,5061,5.061000,排名结合法,8
2,4,Drew Lachey,0.166687,16.668713,9.333333,存活,78482,78.482000,排名结合法,1
2,4,Lisa Rinna,0.158081,15.808067,8.666667,存活,78482,78.482000,排名结合法,2
2,4,Stacy Keibler,0.154875,15.487469,8.666667,存活,78482,78.482000,排名结合法,3
2,4,Tia Carrere,0.155132,15.513223,8.333333,存活,78482,78.482000,排名结合法,4
2,4,George Hamilton,0.166221,16.622088,7.000000,存活,78482,78.482000,排名结合法,5
2,4,Jerry Rice,0.147633,14.763325,8.000000,存活,78482,78.482000,排名结合法,6
2,4,Master P,0.051371,5.137116,2.666667,淘汰,78482,78.482000,排名结合法,7
2,5,Stacy Keibler,0.193124,19.312421,10.000000,存活,97950,97.950000,排名结合法,1
2,5,Drew Lachey,0.176741,17.674071,9.000000,存活,97950,97.950000,排名结合法,2
2,5,Lisa Rinna,0.166489,16.648861,8.333333,存活,97950,97.950000,排名结合法,3
2,5,George Hamilton,0.162915,16.291450,8.000000,存活,97950,97.950000,排名结合法,4
2,5,Jerry Rice,0.154273,15.427294,7.666667,存活,97950,97.950000,排名结合法,5
2,5,Tia Carrere,0.146459,14.645902,7.333333,淘汰,97950,97.950000,排名结合法,6
2,6,Drew Lachey,0.224492,22.449171,10.000000,存活,99730,99.730000,排名结合法,1
2,6,Stacy Keibler,0.221531,22.153149,10.000000,存活,99730,99.730000,排名结合法,2
2,6,Lisa Rinna,0.205244,20.524372,9.000000,存活,99730,99.730000,排名结合法,3
2,6,George Hamilton,0.175292,17.529162,7.666667,淘汰,99730,99.730000,排名结合法,4
2,6,Jerry Rice,0.173441,17.344146,7.666667,存活,99730,99.730000,排名结合法,5
2,7,Drew Lachey,0.362192,36.219237,9.166667,存活,19633,19.633000,排名结合法,1
2,7,Stacy Keibler,0.360522,36.052237,9.166667,存活,19633,19.633000,排名结合法,2
2,7,Lisa Rinna,0.007111,0.711137,8.833333,淘汰,19633,19.633000,排名结合法,3
2,7,Jerry Rice,0.270174,27.017390,6.833333,存活,19633,19.633000,排名结合法,4
2,8,Drew Lachey,0.344500,34.449958,9.666600,淘汰,100000,100.000000,排名结合法,1
2,8,Stacy Keibler,0.337715,33.771465,9.555500,淘汰,100000,100.000000,排名结合法,2
2,8,Jerry Rice,0.317786,31.778577,8.888867,淘汰,100000,100.000000,排名结合法,3
3,1,Mario Lopez,0.120333,12.033316,8.666667,存活,30785,30.785000,百分比结合法,1
3,1,Emmitt Smith,0.118494,11.849437,8.000000,存活,30785,30.785000,百分比结合法,2
3,1,Vivica A. Fox,0.111249,11.124937,7.333333,存活,30785,30.785000,百分比结合法,3
3,1,Willa Ford,0.110184,11.018442,7.333333,存活,30785,30.785000,百分比结合法,4
3,1,Joey Lawrence,0.106047,10.604667,7.000000,存活,30785,30.785000,百分比结合法,5
3,1,Monique Coleman,0.096568,9.656812,6.333333,存活,30785,30.785000,百分比结合法,6
3,1,Shanna Moakler,0.089004,8.900429,6.000000,存活,30785,30.785000,百分比结合法,7
3,1,Harry Hamlin,0.086271,8.627077,5.666667,存活,30785,30.785000,百分比结合法,8
3,1,Sara Evans,0.075924,7.592448,5.000000,存活,30785,30.785000,百分比结合法,9
3,1,Jerry Springer,0.062826,6.282591,5.333333,存活,30785,30.785000,百分比结合法,10
3,1,Tucker Carlson,0.023098,2.309844,4.000000,淘汰,30785,30.785000,百分比结合法,11
3,2,Joey Lawrence,0.126529,12.652929,9.666667,存活,8284,8.284000,百分比结合法,1
3,2,Monique Coleman,0.115646,11.564599,8.666667,存活,8284,8.284000,百分比结合法,2
3,2,Mario Lopez,0.119842,11.984170,7.000000,存活,8284,8.284000,百分比结合法,3
3,2,Vivica A. Fox,0.106768,10.676835,8.000000,存活,8284,8.284000,百分比结合法,4
3,2,Harry Hamlin,0.119781,11.978080,7.000000,存活,8284,8.284000,百分比结合法,5
3,2,Sara Evans,0.118677,11.867715,7.000000,存活,8284,8.284000,百分比结合法,6
3,2,Emmitt Smith,0.104643,10.464267,8.000000,存活,8284,8.284000,百分比结合法,7
3,2,Willa Ford,0.102485,10.248508,7.666667,存活,8284,8.284000,百分比结合法,8
3,2,Jerry Springer,0.083392,8.339219,6.333333,存活,8284,8.284000,百分比结合法,9
3,2,Shanna Moakler,0.002237,0.223677,7.333333,淘汰,8284,8.284000,百分比结合法,10
3,3,Monique Coleman,0.135302,13.530195,9.000000,存活,9342,9.342000,百分比结合法,1
3,3,Vivica A. Fox,0.135153,13.515263,9.000000,存活,9342,9.342000,百分比结合法,2
3,3,Sara Evans,0.125074,12.507368,8.333333,存活,9342,9.342000,百分比结合法,3
3,3,Willa Ford,0.125833,12.583335,7.333333,存活,9342,9.342000,百分比结合法,4
3,3,Joey Lawrence,0.124405,12.440545,7.333333,存活,9342,9.342000,百分比结合法,5
3,3,Mario Lopez,0.124064,12.406353,7.333333,存活,9342,9.342000,百分比结合法,6
3,3,Emmitt Smith,0.121858,12.185792,6.333333,存活,9342,9.342000,百分比结合法,7
3,3,Jerry Springer,0.105689,10.568897,7.000000,存活,9342,9.342000,百分比结合法,8
3,3,Harry Hamlin,0.002623,0.262251,7.333333,淘汰,9342,9.342000,百分比结合法,9
3,4,Mario Lopez,0.153552,15.355207,9.666667,存活,9963,9.963000,百分比结合法,1
3,4,Willa Ford,0.148899,14.889857,9.333333,存活,9963,9.963000,百分比结合法,2
3,4,Joey Lawrence,0.143524,14.352398,9.000000,存活,9963,9.963000,百分比结合法,3
3,4,Emmitt Smith,0.149566,14.956569,8.000000,存活,9963,9.963000,百分比结合法,4
3,4,Monique Coleman,0.144771,14.477068,8.000000,存活,9963,9.963000,百分比结合法,5
3,4,Sara Evans,0.138630,13.863048,6.666667,存活,9963,9.963000,百分比结合法,6
3,4,Jerry Springer,0.118479,11.847872,7.333333,存活,9963,9.963000,百分比结合法,7
3,4,Vivica A. Fox,0.002580,0.257981,8.000000,淘汰,9963,9.963000,百分比结合法,8
3,5,Emmitt Smith,0.169741,16.974128,9.000000,存活,23657,23.657000,百分比结合法,1
3,5,Mario Lopez,0.169418,16.941755,9.000000,存活,23657,23.657000,百分比结合法,2
3,5,Monique Coleman,0.169289,16.928871,9.000000,存活,23657,23.657000,百分比结合法,3
3,5,Joey Lawrence,0.168132,16.813231,8.333333,存活,23657,23.657000,百分比结合法,4
3,5,Jerry Springer,0.148359,14.835873,8.000000,存活,23657,23.657000,百分比结合法,5
3,5,Willa Ford,0.115812,11.581222,9.000000,淘汰,23657,23.657000,百分比结合法,6
3,5,Sara Evans,0.059249,5.924920,8.000000,淘汰,23657,23.657000,百分比结合法,7
3,6,Mario Lopez,0.242440,24.243998,9.333333,存活,100000,100.000000,百分比结合法,1
3,6,Emmitt Smith,0.215455,21.545456,8.333333,存活,100000,100.000000,百分比结合法,2
3,6,Joey Lawrence,0.211152,21.115187,8.000000,存活,100000,100.000000,百分比结合法,3
3,6,Monique Coleman,0.203880,20.388040,7.666667,存活,100000,100.000000,百分比结合法,4
3,6,Jerry Springer,0.127073,12.707320,6.000000,存活,100000,100.000000,百分比结合法,5
3,7,Joey Lawrence,0.232964,23.296427,9.500000,存活,52582,52.582000,百分比结合法,1
3,7,Emmitt Smith,0.228823,22.882278,9.500000,存活,52582,52.582000,百分比结合法,2
3,7,Mario Lopez,0.230275,23.027542,9.333333,存活,52582,52.582000,百分比结合法,3
3,7,Monique Coleman,0.221817,22.181668,9.000000,存活,52582,52.582000,百分比结合法,4
3,7,Jerry Springer,0.086121,8.612085,7.666667,淘汰,52582,52.582000,百分比结合法,5
3,8,Mario Lopez,0.297991,29.799053,9.500000,存活,44030,44.030000,百分比结合法,1
3,8,Joey Lawrence,0.285188,28.518771,9.000000,存活,44030,44.030000,百分比结合法,2
3,8,Emmitt Smith,0.281359,28.135885,9.000000,存活,44030,44.030000,百分比结合法,3
3,8,Monique Coleman,0.135463,13.546291,8.833333,淘汰,44030,44.030000,百分比结合法,4
3,9,Emmitt Smith,0.433307,43.330723,9.833333,存活,27640,27.640000,百分比结合法,1
3,9,Mario Lopez,0.419888,41.988785,9.833333,存活,27640,27.640000,百分比结合法,2
3,9,Joey Lawrence,0.146805,14.680492,9.833333,淘汰,27640,27.640000,百分比结合法,3
3,10,Mario Lopez,0.503842,50.384209,9.888867,淘汰,100000,100.000000,百分比结合法,1
3,10,Emmitt Smith,0.496158,49.615791,9.888867,淘汰,100000,100.000000,百分比结合法,2
4,1,Joey Fatone,0.120506,12.050642,8.000000,存活,100000,100.000000,百分比结合法,1
4,1,Laila Ali,0.114432,11.443172,7.666667,存活,100000,100.000000,百分比结合法,2
4,1,Ian Ziering,0.107407,10.740651,7.000000,存活,100000,100.000000,百分比结合法,3
4,1,Apolo Anton Ohno,0.104916,10.491557,7.000000,存活,100000,100.000000,百分比结合法,4
4,1,Shandi Finnessey,0.094619,9.461906,6.333333,存活,100000,100.000000,百分比结合法,5
4,1,John Ratzenberger,0.087520,8.752023,5.666667,存活,100000,100.000000,百分比结合法,6
4,1,Paulina Porizkova,0.075976,7.597638,6.333333,存活,100000,100.000000,百分比结合法,7
4,1,Heather Mills,0.072099,7.209889,6.000000,存活,100000,100.000000,百分比结合法,8
4,1,Clyde Drexler,0.080923,8.092270,5.333333,存活,100000,100.000000,百分比结合法,9
4,1,Leeza Gibbons,0.074757,7.475650,5.000000,存活,100000,100.000000,百分比结合法,10
4,1,Billy Ray Cyrus,0.066846,6.684602,4.333333,存活,100000,100.000000,百分比结合法,11
4,2,Laila Ali,0.116018,11.601829,9.000000,存活,12813,12.813000,百分比结合法,1
4,2,Apolo Anton Ohno,0.111486,11.148635,8.666667,存活,12813,12.813000,百分比结合法,2
4,2,Joey Fatone,0.105382,10.538241,8.000000,存活,12813,12.813000,百分比结合法,3
4,2,Shandi Finnessey,0.110034,11.003383,6.666667,存活,12813,12.813000,百分比结合法,4
4,2,Ian Ziering,0.097155,9.715461,7.333333,存活,12813,12.813000,百分比结合法,5
4,2,Heather Mills,0.082368,8.236844,8.000000,存活,12813,12.813000,百分比结合法,6
4,2,Billy Ray Cyrus,0.093117,9.311656,7.000000,存活,12813,12.813000,百分比结合法,7
4,2,John Ratzenberger,0.092900,9.290027,7.000000,存活,12813,12.813000,百分比结合法,8
4,2,Leeza Gibbons,0.089481,8.948093,7.000000,存活,12813,12.813000,百分比结合法,9
4,2,Clyde Drexler,0.099978,9.997845,6.000000,存活,12813,12.813000,百分比结合法,10
4,2,Paulina Porizkova,0.002080,0.207986,7.000000,淘汰,12813,12.813000,百分比结合法,11
4,3,Ian Ziering,0.118145,11.814498,8.000000,存活,10923,10.923000,百分比结合法,1
4,3,Joey Fatone,0.117147,11.714710,8.000000,存活,10923,10.923000,百分比结合法,2
4,3,Leeza Gibbons,0.112991,11.299142,8.000000,存活,10923,10.923000,百分比结合法,3
4,3,John Ratzenberger,0.125974,12.597406,6.666667,存活,10923,10.923000,百分比结合法,4
4,3,Apolo Anton Ohno,0.110268,11.026783,7.666667,存活,10923,10.923000,百分比结合法,5
4,3,Laila Ali,0.111042,11.104171,7.000000,存活,10923,10.923000,百分比结合法,6
4,3,Billy Ray Cyrus,0.110856,11.085572,7.000000,存活,10923,10.923000,百分比结合法,7
4,3,Heather Mills,0.092161,9.216147,8.000000,存活,10923,10.923000,百分比结合法,8
4,3,Clyde Drexler,0.098841,9.884060,5.333333,存活,10923,10.923000,百分比结合法,9
4,3,Shandi Finnessey,0.002575,0.257510,7.000000,淘汰,10923,10.923000,百分比结合法,10
4,4,Joey Fatone,0.158528,15.852816,9.333333,存活,15196,15.196000,百分比结合法,1
4,4,Apolo Anton Ohno,0.146016,14.601642,8.666667,存活,15196,15.196000,百分比结合法,2
4,4,Ian Ziering,0.138078,13.807771,8.000000,存活,15196,15.196000,百分比结合法,3
4,4,Billy Ray Cyrus,0.121433,12.143272,7.000000,存活,15196,15.196000,百分比结合法,4
4,4,Laila Ali,0.120308,12.030828,7.000000,存活,15196,15.196000,百分比结合法,5
4,4,Heather Mills,0.103716,10.371603,7.666667,存活,15196,15.196000,百分比结合法,6
4,4,Clyde Drexler,0.109901,10.990065,5.000000,存活,15196,15.196000,百分比结合法,7
4,4,John Ratzenberger,0.098059,9.805858,5.333333,存活,15196,15.196000,百分比结合法,8
4,4,Leeza Gibbons,0.003961,0.396144,5.333333,淘汰,15196,15.196000,百分比结合法,9
4,5,Apolo Anton Ohno,0.162500,16.250023,10.000000,存活,42115,42.115000,百分比结合法,1
4,5,Laila Ali,0.166098,16.609794,9.333333,存活,42115,42.115000,百分比结合法,2
4,5,Joey Fatone,0.154699,15.469876,8.333333,存活,42115,42.115000,百分比结合法,3
4,5,Ian Ziering,0.150253,15.025289,8.000000,存活,42115,42.115000,百分比结合法,4
4,5,Heather Mills,0.103273,10.327323,7.000000,存活,42115,42.115000,百分比结合法,5
4,5,John Ratzenberger,0.113495,11.349488,6.000000,存活,42115,42.115000,百分比结合法,6
4,5,Billy Ray Cyrus,0.106233,10.623325,5.666667,存活,42115,42.115000,百分比结合法,7
4,5,Clyde Drexler,0.043449,4.344882,4.333333,淘汰,42115,42.115000,百分比结合法,8
4,6,Laila Ali,0.173781,17.378078,9.333333,存活,12791,12.791000,百分比结合法,1
4,6,Apolo Anton Ohno,0.171930,17.192988,9.333333,存活,12791,12.791000,百分比结合法,2
4,6,Joey Fatone,0.168996,16.899606,9.000000,存活,12791,12.791000,百分比结合法,3
4,6,Billy Ray Cyrus,0.172546,17.254647,7.000000,存活,12791,12.791000,百分比结合法,4
4,6,Ian Ziering,0.152604,15.260397,8.000000,存活,12791,12.791000,百分比结合法,5
4,6,John Ratzenberger,0.157635,15.763458,6.333333,存活,12791,12.791000,百分比结合法,6
4,6,Heather Mills,0.002508,0.250827,7.666667,淘汰,12791,12.791000,百分比结合法,7
4,7,Joey Fatone,0.211904,21.190383,9.833333,存活,15914,15.914000,百分比结合法,1
4,7,Laila Ali,0.209114,20.911429,9.833333,存活,15914,15.914000,百分比结合法,2
4,7,Ian Ziering,0.198225,19.822453,9.000000,存活,15914,15.914000,百分比结合法,3
4,7,Apolo Anton Ohno,0.193942,19.394176,9.000000,存活,15914,15.914000,百分比结合法,4
4,7,Billy Ray Cyrus,0.182968,18.296766,6.333333,存活,15914,15.914000,百分比结合法,5
4,7,John Ratzenberger,0.003848,0.384793,7.500000,淘汰,15914,15.914000,百分比结合法,6
4,8,Apolo Anton Ohno,0.242881,24.288099,9.666667,存活,53026,53.026000,百分比结合法,1
4,8,Joey Fatone,0.234096,23.409579,9.166667,存活,53026,53.026000,百分比结合法,2
4,8,Laila Ali,0.224204,22.420358,8.833333,存活,53026,53.026000,百分比结合法,3
4,8,Ian Ziering,0.202415,20.241476,7.833333,存活,53026,53.026000,百分比结合法,4
4,8,Billy Ray Cyrus,0.096405,9.640488,6.333333,淘汰,53026,53.026000,百分比结合法,5
4,9,Joey Fatone,0.290054,29.005445,10.000000,存活,43778,43.778000,百分比结合法,1
4,9,Laila Ali,0.287818,28.781809,10.000000,存活,43778,43.778000,百分比结合法,2
4,9,Apolo Anton Ohno,0.286129,28.612866,9.833333,存活,43778,43.778000,百分比结合法,3
4,9,Ian Ziering,0.135999,13.599879,9.666667,淘汰,43778,43.778000,百分比结合法,4
4,10,Apolo Anton Ohno,0.337793,33.779326,9.777733,淘汰,100000,100.000000,百分比结合法,1
4,10,Joey Fatone,0.334013,33.401259,9.555500,淘汰,100000,100.000000,百分比结合法,2
4,10,Laila Ali,0.328194,32.819415,9.444400,淘汰,100000,100.000000,百分比结合法,3
5,1,Sabrina Bryan,0.115094,11.509387,8.666667,存活,26979,26.979000,百分比结合法,1
5,1,Helio Castroneves,0.086121,8.612091,8.333333,存活,26979,26.979000,百分比结合法,2
5,1,Jane Seymour,0.085920,8.591984,8.000000,存活,26979,26.979000,百分比结合法,3
5,1,Mel B,0.085353,8.535295,8.000000,存活,26979,26.979000,百分比结合法,4
5,1,Jennie Garth,0.093740,9.373961,7.000000,存活,26979,26.979000,百分比结合法,5
5,1,Marie Osmond,0.093123,9.312273,7.000000,存活,26979,26.979000,百分比结合法,6
5,1,Albert Reed,0.091667,9.166672,7.000000,存活,26979,26.979000,百分比结合法,7
5,1,Mark Cuban,0.090262,9.026216,7.000000,存活,26979,26.979000,百分比结合法,8
5,1,Wayne Newton,0.084547,8.454702,6.333333,存活,26979,26.979000,百分比结合法,9
5,1,Cameron Mathison,0.075512,7.551154,7.000000,存活,26979,26.979000,百分比结合法,10
5,1,Floyd Mayweather Jr. ,0.079260,7.926027,6.000000,存活,26979,26.979000,百分比结合法,11
5,1,Josie Maran,0.019402,1.940239,5.333333,淘汰,26979,26.979000,百分比结合法,12
5,2,Sabrina Bryan,0.118618,11.861838,8.666667,存活,7223,7.223000,百分比结合法,1
5,2,Marie Osmond,0.108711,10.871101,8.000000,存活,7223,7.223000,百分比结合法,2
5,2,Helio Castroneves,0.095040,9.503996,9.000000,存活,7223,7.223000,百分比结合法,3
5,2,Floyd Mayweather Jr. ,0.104251,10.425079,7.000000,存活,7223,7.223000,百分比结合法,4
5,2,Jennie Garth,0.102028,10.202758,7.000000,存活,7223,7.223000,百分比结合法,5
5,2,Cameron Mathison,0.098448,9.844750,7.000000,存活,7223,7.223000,百分比结合法,6
5,2,Jane Seymour,0.098447,9.844658,7.000000,存活,7223,7.223000,百分比结合法,7
5,2,Mel B,0.083490,8.348984,7.666667,存活,7223,7.223000,百分比结合法,8
5,2,Mark Cuban,0.101466,10.146645,6.000000,存活,7223,7.223000,百分比结合法,9
5,2,Wayne Newton,0.087104,8.710410,5.000000,存活,7223,7.223000,百分比结合法,10
5,2,Albert Reed,0.002398,0.239781,7.000000,淘汰,7223,7.223000,百分比结合法,11
5,3,Sabrina Bryan,0.131484,13.148433,9.000000,存活,30681,30.681000,百分比结合法,1
5,3,Jennie Garth,0.126796,12.679628,8.666667,存活,30681,30.681000,百分比结合法,2
5,3,Marie Osmond,0.124508,12.450757,8.666667,存活,30681,30.681000,百分比结合法,3
5,3,Jane Seymour,0.106096,10.609559,9.000000,存活,30681,30.681000,百分比结合法,4
5,3,Mel B,0.104363,10.436333,9.000000,存活,30681,30.681000,百分比结合法,5
5,3,Helio Castroneves,0.090322,9.032177,8.000000,存活,30681,30.681000,百分比结合法,6
5,3,Floyd Mayweather Jr. ,0.100940,10.094044,7.000000,存活,30681,30.681000,百分比结合法,7
5,3,Cameron Mathison,0.090313,9.031328,7.666667,存活,30681,30.681000,百分比结合法,8
5,3,Mark Cuban,0.094218,9.421798,6.666667,存活,30681,30.681000,百分比结合法,9
5,3,Wayne Newton,0.030959,3.095942,6.000000,淘汰,30681,30.681000,百分比结合法,10
5,4,Sabrina Bryan,0.152755,15.275479,10.000000,存活,16106,16.106000,百分比结合法,1
5,4,Jennie Garth,0.138380,13.838038,9.000000,存活,16106,16.106000,百分比结合法,2
5,4,Marie Osmond,0.132099,13.209947,8.666667,存活,16106,16.106000,百分比结合法,3
5,4,Mark Cuban,0.140408,14.040766,7.333333,存活,16106,16.106000,百分比结合法,4
5,4,Cameron Mathison,0.111161,11.116130,9.000000,存活,16106,16.106000,百分比结合法,5
5,4,Helio Castroneves,0.108186,10.818625,9.000000,存活,16106,16.106000,百分比结合法,6
5,4,Jane Seymour,0.107929,10.792870,8.666667,存活,16106,16.106000,百分比结合法,7
5,4,Mel B,0.106567,10.656706,8.666667,存活,16106,16.106000,百分比结合法,8
5,4,Floyd Mayweather Jr. ,0.002514,0.251438,7.666667,淘汰,16106,16.106000,百分比结合法,9
5,5,Sabrina Bryan,0.173165,17.316465,9.333333,存活,22072,22.072000,百分比结合法,1
5,5,Mel B,0.143089,14.308920,9.666667,存活,22072,22.072000,百分比结合法,2
5,5,Jennie Garth,0.154431,15.443052,8.333333,存活,22072,22.072000,百分比结合法,3
5,5,Cameron Mathison,0.131218,13.121810,8.666667,存活,22072,22.072000,百分比结合法,4
5,5,Jane Seymour,0.130252,13.025242,8.666667,存活,22072,22.072000,百分比结合法,5
5,5,Marie Osmond,0.137195,13.719485,7.000000,存活,22072,22.072000,百分比结合法,6
5,5,Helio Castroneves,0.112087,11.208717,7.666667,存活,22072,22.072000,百分比结合法,7
5,5,Mark Cuban,0.018563,1.856308,7.000000,淘汰,22072,22.072000,百分比结合法,8
5,6,Jennie Garth,0.177626,17.762561,9.000000,存活,10405,10.405000,百分比结合法,1
5,6,Marie Osmond,0.196012,19.601185,7.666667,存活,10405,10.405000,百分比结合法,2
5,6,Mel B,0.156858,15.685782,10.000000,存活,10405,10.405000,百分比结合法,3
5,6,Cameron Mathison,0.172026,17.202636,8.333333,存活,10405,10.405000,百分比结合法,4
5,6,Helio Castroneves,0.143071,14.307146,9.333333,存活,10405,10.405000,百分比结合法,5
5,6,Jane Seymour,0.151348,15.134816,7.333333,存活,10405,10.405000,百分比结合法,6
5,6,Sabrina Bryan,0.003059,0.305875,8.333333,淘汰,10405,10.405000,百分比结合法,7
5,7,Jennie Garth,0.213574,21.357391,8.833333,存活,39235,39.235000,百分比结合法,1
5,7,Marie Osmond,0.208322,20.832188,8.666667,存活,39235,39.235000,百分比结合法,2
5,7,Mel B,0.174246,17.424552,9.000000,存活,39235,39.235000,百分比结合法,3
5,7,Helio Castroneves,0.164118,16.411816,8.666667,存活,39235,39.235000,百分比结合法,4
5,7,Cameron Mathison,0.165746,16.574557,8.500000,存活,39235,39.235000,百分比结合法,5
5,7,Jane Seymour,0.073995,7.399496,8.333333,淘汰,39235,39.235000,百分比结合法,6
5,8,Jennie Garth,0.242982,24.298202,8.333333,存活,45761,45.761000,百分比结合法,1
5,8,Marie Osmond,0.235943,23.594298,8.166667,存活,45761,45.761000,百分比结合法,2
5,8,Helio Castroneves,0.194635,19.463464,9.500000,存活,45761,45.761000,百分比结合法,3
5,8,Mel B,0.196752,19.675161,9.333333,存活,45761,45.761000,百分比结合法,4
5,8,Cameron Mathison,0.129689,12.968875,8.500000,淘汰,45761,45.761000,百分比结合法,5
5,9,Marie Osmond,0.448319,44.831890,9.333333,存活,15999,15.999000,百分比结合法,1
5,9,Mel B,0.277556,27.755565,10.000000,存活,15999,15.999000,百分比结合法,2
5,9,Helio Castroneves,0.269157,26.915670,10.000000,存活,15999,15.999000,百分比结合法,3
5,9,Jennie Garth,0.004969,0.496875,9.666667,淘汰,15999,15.999000,百分比结合法,4
5,10,Mel B,0.334839,33.483890,9.444400,淘汰,100000,100.000000,百分比结合法,1
5,10,Helio Castroneves,0.324480,32.448016,9.333300,淘汰,100000,100.000000,百分比结合法,2
5,10,Marie Osmond,0.340681,34.068093,7.666667,淘汰,100000,100.000000,百分比结合法,3
